character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
制,"牛, 冂, 刂","System, establish, overpower",zhì,"制
├── 37285
│   ├── 牛
│   └── 巾
└── 刂",⿰⿻牛冂刂,① people 𠂉 from the city 市 controlled by a knife 刂," 系; 掌 督 轄 御 統 監; 製
",,,178,chế," 1. Phép chế. Phép gì đã đặt nhất định rồi gọi là chế. Như pháp chế 法制 phép chế, chế độ 制度 thể lệ nhất định cho kẻ làm việc theo. <br>2. Nhời của vua nói cũng gọi là chế. Như chế thư 制書, chế sách 制策, v.v. <br>3. Làm. Như chế lễ tác nhạc 制禮作樂 chế làm lễ nhạc. <br>4. Cầm. Như chế kỳ tử mệnh 制其死命 cầm cái sống chết của người. <br>5. Ðể tang ba năm gọi là thủ chế 守制, theo lễ ngày xưa chế ra. Danh thiếp bây giờ hễ có chua chữ chế, ấy là người đang để tang ba năm. <br>6. Cai quản. Như thống chế 統制, tiết chế 節制 đều có nghĩa là cai quản cả.<br>"
美,"丷, 一, 土, 大","Beautiful, pretty, pleasing","měi, Měi","美
├── 羊
└── 大",⿱⿱⿱丷一土大,① big man 大 with a hair dress like the horns of a sheep ⺷,,,,179,mỹ," 1. Ðẹp, cái gì có vẻ đẹp khiến cho mình thấy lấy làm thích đều gọi là mỹ. Như mỹ thuật 美術. <br>2. Khen ngợi. Như mỹ Triệu Bá 美召伯 khen ông Triệu Bá. <br>3. Nước Mỹ (Mỹ Lợi Kiên Hợp Chúng Quốc 美利堅合眾國 United States of America). <br>4. Châu Mỹ (Mỹ Lợi Gia 美利加 America).<br>"
山,⼭,"Mountain, hill, peak","shān, Shān",山,⼭,① mountain range seen from afar:  → 山; peak among several mountains," 厂; 尾; 端 密 島; 1241-1277; 徴 微 催 仙 岳 岡
",,,180,san|sơn," 1. Núi, giữa chỗ đất phẳng có chỗ cao gồ lên, hoặc toàn đất, hoặc toàn đá, hoặc lẫn cả đất cả đá nữa, cao ngất gọi là núi, thuần đất mà thấp gọi là đồi. Vì trong tim đất phun lửa ra mà thành núi gọi là hỏa sơn 火山 núi lửa. <br>2. Mồ mả. Như san lăng 山陵, san hướng 山向 đều là tên gọi mồ mả cả. <br>3. Né tằm, tằm lên né gọi là thượng san 上山. Cũng đọc là chữ sơn.<br>"
体,"亻, 木, 一","Body, group, class, body, unit, inferior",tǐ,"体
├── 亻
└── 本
    ├── 木
    └── 一",⿰亻⿻木一,① basis 本 of a person 亻,尸 身 ⺼; 像; 柱; 骨; 死,,,181,thể," 1. Chính là chữ bản 笨 nặng nề, tục mượn viết thay chữ thể 體, gọi là chữ thể đơn.<br>"
什,"亻, 十","What, greatly, exceedingly","shén, shí","什
├── 亻
└── 十",⿰亻十,① sweet 甘 petri stones 匹: greatly and exceedingly crazy idea ② ⓢ a group of many 十 people 亻," 畜 年 牧; 大; 超 余; 堪 勘
",,,182,thập," 1. Mười, cũng như chữ thập 十. <br>2. Hàng chục, trong quân đội cứ mỗi hàng năm người gọi là hàng ngũ, hai hàng ngũ gọi là hàng thập. <br>3. Một quyển, Kinh Thi cứ mười thiên cho là một quyển, nên một thập tức là một quyển. <br>4. Các đồ. Như thập vật 什物 các đồ lặt vặt.<br>"
新,"立, 朩, 斤","New, recent, fresh, modern","xīn, Xīn","新
├── 亲
│   ├── 立
│   └── 朩
│       ├── 十
│       └── 小
└── 斤",⿰⿱立朩斤,① tree 木 with standing 立 fruit (亲) ready to be cut 斤: fresh fruit, 近; 薪,,,183,tân," 1. Mới. Như thôi trần xuất tân 推陳出新 đẩy cũ ra mới (trừ cái cũ đi, đem cái mới ra). <br>2. Trong sạch. Như cải quá tự tân 改過自新 đổi lỗi cũ để tự sửa cho mình trong sạch. <br>3. Mới. Như tân niên 新年 năm mới. <br>4. Tên hiệu năm đầu của Vương Mãng mới cướp ngôi nhà Hán.<br>"
话,"讠, 丿, 十, 口","Speech, talk, language, dialect",huà,"话
├── 讠
└── 舌",⿰讠⿱⿱丿十口,① use your tongue 舌 for speaking 言," 談 云 語; 筋
",,,184,thoại," 1. Lời nói, phàm các lời nói tầm thường đều gọi là thoại. Như bạch thoại 白話 lời nói thông thường dễ hiểu. Một lối văn viết cho những người học ít xem dễ hiểu. Như nhàn thoại 閒話 câu chuyện thường. <br>2. Bảo. <br>3. Tốt, hay.<br>"
名,"夕, 口","Name, rank, title, position",míng,"名
├── 夕
└── 口",⿱夕口,① lit. in the dark 夕 one has to use the mouth 口 to identify oneself, 姓 称 署 号; ; 銘,,,185,danh," 1. Danh, đối lại với chữ thực. Như nói cai quát cả mọi vật gọi là công danh 公名, nói riêng từng thứ gọi là chuyên danh 專名, ở trong phép văn đều gọi là danh từ 名詞. <br>2. Tên người, đối với người trên thì xưng tên cái mình, đối với bạn bè thì chỉ xưng tên tự mình thôi, có đức có vị thì lúc chết đổi tên khác, gọi tên cũ là tên hèm. <br>3. Danh dự, người thiện thì được tiếng tốt (""mỹ danh 美名), người ác thì bị tiếng xấu (""ác danh 惡名). Thường dùng để khen các người giỏi. Như danh thần 名臣 bầy tôi giỏi, danh tướng 名將 tướng giỏi, v.v. Cao Bá Quát 高伯适. Cổ lai danh lợi nhân, Bôn tẩu lộ đồ trung 古來名利人，奔走路塗中 Xưa nay hạng người danh lợi, Vẫn tất tả ngoài đường sá. <br>4. Văn tự, cổ nhân gọi một chữ là nhất danh 一名. <br>5. Lời tiếng. Như sư xuất hữu danh 師出有名 xuất quân ra có tiếng, nghĩa là vì có điều tiếng gì mới đem quân ra đánh nước ngoài vậy. <br>6. Một người cũng gọi là một danh. Như sự thi cử thì nói lấy mấy danh mấy danh. <br>7. Danh giáo. Trong luân lý định rành phận trên dưới, danh phận trên dưới chính đính rồi mới ra vẻ, nên gọi là danh giáo 名教. <br>8. Danh gia. Một môn học trong chín môn ngày xưa. Ðại ý cốt để biện biệt chỗ khác chỗ cùng, cứ danh mà tìm sự thực, không thể vơ váo lẫn lộn được. Về sau xen vào nhà học về hình phép, cũng gọi là hình danh chi học 刑名之學, hoặc gọi là danh pháp 名法. Môn học biện luận bên Tây cũng giống ý chỉ ấy, nên Tầu dịch là danh học, tức là môn Luận lý học vậy.<br>"
曰,⽈,"Say, reason, pretext, history, past, flat sun rad. 73",yuē,曰,⽈,① mouth with lips  → 曰,don't confuse with 日,,,186,viết," 1. Rằng, dùng làm lời phát ngữ.<br>"
合,"人, 一, 口","Combine, unite, join, gather, fit","gě, hé","合
├── 亼
│   ├── 人
│   └── 一
└── 口",⿱⿱人一口,① gathered people 亼 speak with united voice 口 ② looks like a house with roof where people gather,会; 共; 并 接 併 組; 㑒 拾 搭 塔 答 給,,,187,hợp|cáp," 1. Hợp. Như đồng tâm hợp lực 同心合力 cùng lòng hợp sức. <br>2. Góp lại. Như hợp tư 合資 góp vốn lại cùng làm ăn, hợp mưu 合謀 cùng góp ý kiến cùng mưu toan. <br>3. Liên tiếp. Như hợp vi 合圍 quân lính liền tiếp lại vây, hợp long 合龍 sửa sang việc sông nước, đê vỡ hàn khẩu lại cũng gọi là hợp long. <br>4. Hợp cách. Như hợp pháp 合法 phải phép, hợp thức 合式 hợp cách, v.v. <br>5. Kháp xem. Đời xưa dùng thẻ tre ghi chữ rồi chẻ đôi, mỗi người giữ một nửa, khi có việc cứ kháp xem, đúng khớp mới phải, nên gọi là phù hợp 符合, hoặc dùng giấy má thì gọi là hợp khoán 合券 . <br>6. Gộp cả. Như hợp hương 合鄉 cả làng, hợp ấp 合邑 cả ấp, v.v. <br>7. Cõi, bốn phương và trên trời dưới đất, gọi là lục hợp 六合. <br>8. Hai bên cùng làm tờ ký kết với nhau gọi là hợp đồng 合同. <br>9. Một âm là cáp. Lẻ, mười lẻ là một thưng.<br>"
加,"力, 口","Add to, increase, augment","jiā, Jiā","加
├── 力
└── 口",⿰力口,① rs. increase strength 力 by speaking 口 to the troops,,,,188,gia, 1. Thêm. <br>2. Chất thêm. Như vũ tuyết giao gia 雨雪交加 mưa tuyết cùng chất thêm lên. <br>3. Hơn. Như gia nhân nhất đẳng 加人一等 hơn người một bực.<br>
世,世,"Generation, world, era, lifetime","shì, Shì","世
├── ㇗
└── 廿",世,① lit. thirty 十十十 → 卅 → 世: the average lifespan: one generation, 界; 代; 葉,,,189,thế," 1. Ðời, ba mươi năm là một đời, hết đời cha đến đời con cũng gọi là một đời. Như nhất thế 一世 một đời, thế hệ 世系 nối đời. <br>2. Họ nhà vua thay đổi cũng gọi là nhất thế 一世 cho nên sách thường gọi tóm lại cuộc đời là thế. Như thịnh thế 盛世 đời thịnh, quí thế 季世 đời suy. <br>3. Lại có nghĩa nói về sự giao tiếp của xã hội. Như thế cố 世故 thói đời. <br>4. Nối đời. Như bác ruột gọi là thế phụ 世父 con trưởng của chư hầu gọi là thế tử 世子. <br>5. Chỗ quen cũ. Như thế giao 世交 đời chơi với nhau, thế nghị 世誼 nghĩa cũ với nhau, hết thẩy ai có tình chơi với hàng trên mình trước đều gọi là thế cả. Như con thầy học mình gọi là thế huynh 世兄.<br>"
平,"干, 丷","Flat, level, even, peaceful","píng, Píng","平
├── 干
└── 丷",⿻干丷,① peaceful work 干 sowing seeds 丶丶干 in level fields in the flat countryside; con.: countryside ② two objects 丶丶 on the same even level of the shelf 干," 滑 均; 凡; 坪 評
",,,190,bình|biền," 1. Bằng phẳng. Như thủy bình 水平 nước phẳng, địa bình 地平đất phẳng. Hai bên cách nhau mà cùng tiến lên đều nhau gọi là bình hành tuyến 平行線. <br>2. Bằng nhau. Như bình đẳng 平等 bằng đẳng, bình chuẩn 平準 quân san thuế mà bằng nhau, v.v. Nay gọi sự đem gạo nhà nước ra bán rẻ cho giá gạo khỏi kém là bình thiếu 平糶 là bởi nghĩa đó. <br>3. Bình trị. Chịu phục mà không dám chống lại gọi là bình phục 平服, yên lặng vô sự gọi là bình yên 平安 hay thái bình 太平. <br>4. Hòa bình, sự gì làm cho trong lòng tấm tức gọi là bất bình 不平. <br>5. Thường. Như bình nhật 平日 ngày thường, bình sinh 平生 lúc thường, v.v. Xoàng. Như bình đạm 平淡 nhạt nhẽo, loàng xoàng. <br>6. Cái mẫu nặng nhẹ trong phép cân. Tục dùng như chữ xứng 秤. <br>7. Tiếng bằng. <br>8. Một âm là biền. Biền biền 平平 sửa trị, chia đều.<br>"
水,⽔,"Water, liquid, lotion, juice, rad. 85","shuǐ, Shuǐ",水,⽔,① taken at both sides of the river : 川 ② 氵⺀: droplets of water,"湯; 永 泉 氷 尿 踏;  雨; , 氺: 隶 录 漆 求 泰 様 藤 暴; : 蒸 承",,,191,thủy," 1. Nước. <br>2. Sông, ngòi, khe, suối, phàm cái gì bởi nước mà thành ra đều gọi là thủy. <br>3. Sao Thủy, một ngôi sao ở gần mặt trời nhất. <br>3. Bạc đúc có thứ tốt thứ kém, gia giảm cho nó đều gọi là thân thủy 申水, thiếp thủy 貼水, v.v.<br>"
常,"⺌, 冖, 口, 巾","Common, normal, frequent, regular, long","cháng, Cháng","常
├── 龸
│   ├── ⺌
│   └── 冖
└── 吊
    ├── 口
    └── 巾",⿱⿱⿱⺌冖口巾,"① rs. common activity: making clothes 巾 in a decorated house/factory 尚, lasts a long time",,,,192,thường," 1. Thường (lâu mãi). <br>2. Ðạo thường. Như nhân nghĩa lễ trí tín 仁義禮智信 gọi là ngũ thường 五常 nghĩa là năm ấy là năm đạo thường của người lúc nào cũng phải có không thể thiếu được. <br>3. Bình thường. Như thường nhân 常人 người thường, bình thường 平常, tầm thường 尋常, v.v.<br>"
果,"日, 木","Fruit, result",guǒ,"果
├── 田
└── 木",⿻日木,"① growing on the trees 木 or on the fields 田, the result of hard labor"," 効; 実; 遂 達 貫; 終; 裸 巣 菓 課
",,,193,quả," 1. Quả, trái cây. Như quả đào, quả mận, v.v. <br>2. Quả quyết, quả cảm. <br>3. Quả nhiên, sự gì đã nghiệm gọi là quả nhiên như thử 果然如此. <br>4. Kết quả, sự gì đã kết cục gọi là kết quả. <br>5. Làm nhân ác phải vạ ác, làm nhân thiện được phúc lành gọi là nhân quả 因果. <br>6. No. Như quả phúc 果腹 no bụng.<br>"
位,"亻, 立","Throne, position, post, rank, status, seat",wèi,"位
├── 亻
└── 立",⿰亻立,"① persons 亻 standing 立: in front off the throne; it cements the position, rank and status of the ruler",,,,194,vị," 1. Ngôi, cái chỗ ngồi của mình được ở gọi là vị. Như địa vị 地位, tước vị 爵位, v.v. <br>2. Vị, nhời tôn kính người. Như chư vị 諸位 mọi ngài, các vị 各位 các ngài, v.v.<br>"
信,"亻, 言","Trust, believe, letter",xìn,"信
├── 亻
└── 言",⿰亻言,① words 言/口 a person 亻 can trust or believe,,,,195,tín," 1. Tin, không sai lời hẹn là tín. Như trung tín 忠信 tin thực. <br>2. Không ngờ gì. Như tương tín 相信 cùng tin nhau, tín dụng 信用 tin dùng, tín thí 信施 người tin đạo Phật biết đem của bố thí cúng đàng. <br>3. Ngủ trọ đến hai lần gọi là tín. <br>4. Dấu hiệu để làm tin. Như ấn tín 印信, tín phiếu 信票 cái vé làm tin về tiền bạc. <br>5. Tin tức. Như thư tín 書信 cái thư hỏi thăm. <br>6. Tiêu tức. Như phong tín 風信 tin gió, sương tín 霜信 tin sương, nghĩa bóng là tin tức ở ngoài đưa đến. <br>7. Tên thứ đá độc, thạch tín 石信 tức thứ đá ăn chết người, sản ở Tín châu, ta thường gọi là nhân ngôn.<br>"
度,"广, 廿, 又","Degree, system, manner, to consider","dù, duó","度
├── 28722
│   ├── 广
│   └── 廿
└── 又",⿸广⿱廿又,① hand 又 feeling the temperature of a pot 凵 with lid 一 in house 广 ② hand 又 checking things extensively 广 twenty 廿 times: systematically,程 段; 遍 回; 渡,,,196,độ|đạc," 1 . Ðồ đo, các đồ như trượng thước dùng để đo dài ngắn đều gọi là độ. <br>2. Chia góc đồ tròn gọi là độ. Toàn cả mặt tròn có 360 độ, mỗi độ có 60 phút, mỗi phút có 60 giây. <br>3. Phép đã chế ra. Như pháp độ 法度, chế độ 制度, v.v. <br>4. Ðộ lượng. Như khoát đạt đại độ 豁達大度 ý nói người có độ lượng lớn bao dong cả được mọi người. <br>5. Dáng dấp. Như thái độ 態度. <br>6. Qua. Như ngày mới sinh gọi là sơ độ 初度, nghĩa là cái ngày mới qua, cho nên sự gì đã qua một lần gọi là nhất độ 一度. <br>7. Sang tới, cũng như chữ độ 渡. Nhà Phật bảo người ta ở cõi đời này là cõi khổ, phải tu theo phép của Phật vượt qua bể khổ, vì thế nên xuất gia tu hành gọi là thế độ 剃度. Sáu phép bố thí, trì giới. Nhẫn nhục, tinh tiến, thuyền định, trí tuệ gọi là lục độ 六度. Nghĩa là sáu phép ấy là phép khiến người trong bể khổ sẽ sang bên cõi giác vậy. <br>8. Một âm là đạc. Mưu toan. Như thỗn đạc 忖度 bàn lường, đạc lượng 度量 đo lường, v.v.<br>"
产,"亠, 丷, 厂","to give birth, to reproduce, to produce, product, resource, estate, property",chǎn,"产
├── 立
└── 厂",⿱⿱亠丷厂,,,,,197,sản," 1. Sinh đẻ. <br>2. Chỗ sinh ra. Như thổ sản 土產 vật ấy chỉ đất ấy mới có. <br>3. Của cải. Như ruộng đất nhà cửa, đồ đạc để cho người ta nương đó mà sống đều gọi là sản nghiệp 產業. <br>4. Ðàn bà đẻ gọi là sản phụ 產婦, sau khi đẻ rồi mà ốm gọi là sản hậu 產後, v.v. <br>5. Một thứ âm nhạc.<br>"
