character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
盐,"土, 卜, 皿",Salt,yán,"盐
├── 圤
│   ├── 土
│   └── 卜
└── 皿",⿱⿰土卜皿,① a bag of salt 鹵 on a plate 皿  delivered by a subject 𠂉 to the landlord 臣/stuff under ground 土 gathered by people 亻 used on a plate 皿 in a dish,塩 監 鹼,,,1606,diêm," 1. Muối, gạn ở nước bể ra. Lại có ruộng muối, mỏ muối nữa.<br>"
邓,"又, 阝",surname Deng,Dèng,"邓
├── 又
└── 阝",⿰又阝,,,,,1607,đặng, 1. Tên một nước ngày xưa. <br>2. Họ Đặng. <br>3. Tên huyện.<br>
递,"辶, 丷, 弓, 丨, 丿","Hand over, deliver, substitute",dì,"递
├── 辶
└── 弟
    ├── 丷
    └── 𢎨
        ├── 弔
        │   ├── 弓
        │   └── 丨
        └── ㇒",⿺辶⿱丷⿹⿻弓丨丿,① go 辶 and deliver the rare captured cave amphibian 虒 ② ⓢ young brother 弟/𠂖 going 辶 to his parents and delivering what he earned (in a cave 厂),,,,1608,đệ|đái," 1. Thay đổi, lần lượt. <br>2. Một âm là đái. Xúm quanh.<br>"
粉,"米, 八, 刀","Powder, face powder, plaster",fěn,"粉
├── 米
└── 分
    ├── 八
    └── 刀",⿰米⿱八刀,① rice 米 divided 分 into it's smallest part becomes powder,,,,1609,phấn," 1. Bột gạo, phấn gạo. Phàm vật gì tán nhỏ đều gọi là phấn cả. <br>2. Tan nhỏ. Như phấn cốt 粉骨 tan xương. <br>3. Phấn xoa, đàn bà dùng để trang sức. <br>4. Phấn sức, làm sự gì không cần sự thực mà chỉ vụ về bề ngoài gọi là phấn sức 粉飾.<br>"
牵,"大, 冖, 牛","to lead along, to pull (an animal on a tether), (bound form) to involve, to draw in",qiān,"牵
├── 大
└── 37270
    ├── 冖
    └── 牛",⿳大冖牛,,,,,1610,khiên|khản," 1. Dắt đi, tiến thoái không được tự do cũng gọi là khiên. Như khiên bạn 牽絆 vướng mắc. <br>2. Co kéo. Như câu văn khiên nghĩa 拘文牽義 co kéo câu văn, nghĩa là văn không được chải chuốt. <br>3. Liền. <br>4. Câu chấp. <br>5. Một âm là khản. Dây kéo thuyền.<br>"
辽,"辶, 乛, 亅","Distant, far, liao river in manchuria, liao dynasty",Liáo,"辽
├── 辶
└── 了
    ├── ㇇
    └── 亅",⿺辶⿱乛亅,① people used to going ⻌ with wet wood for fires 尞; their reign is complete 了 (finished),,,,1611,liêu," 1. Xa thẳm, chỗ đất cách nhau rất xa gọi là liêu. Như liêu viễn 遼遠 xa xôi, liêu khoát 遼闊 bát ngát. <br>2. Nhà Liêu 遼, trước là giống Khiết Đan 契丹, ở xứ Nhiệt Hà. Tổ trước là Gia Luật Bảo Cơ 耶律保機, nhân lúc cuối đời nhà Tống 宋 suy yếu mới nổi loạn, sau lấy được các xứ Đông tam tỉnh, Mông Cổ và phía bắc tỉnh Trực Lệ, tỉnh Sơn Tây, gọi là nước Liêu. Cùng với nhà Tống 宋 chọi nhau, sử gọi là Bắc triều 北朝, làm vua được chín đời dài 219 năm, sau bị nhà Kim 金 diệt mất. Trong họ có Gia Luật Đại Thạch 耶律大石, chiếm giữ xứ Tầm Tư Can, xưng vương xưng đế, cai trị suốt cả một miền đông tây xứ Thông Lĩnh, sử gọi là nhà Tây Liêu 西遼, sau bị nhà Nguyên 元 diệt mất. <br>3. Sông Liêu.<br>"
遵,"辶, 丷, 酉, 寸","Obey, comply with, follow, honour",zūn,"遵
├── 辶
└── 尊
    ├── 酋
    │   ├── 丷
    │   └── 酉
    └── 寸",⿺辶⿱⿱丷酉寸,① go ⻌ where the leader 尊 tells you to: obey,,,,1612,tuân," 1. Lần theo. <br>2. Noi, tuân theo. Cứ nói theo lẽ phải cùng pháp luật mà làm gọi là tuân. Như tuân kỉ 遵紀 tuân theo kỉ luật.<br>"
陶,"阝, 勹, 缶","Pottery, ceramics","táo, Táo","陶
├── 阝
└── 匋
    ├── 勹
    └── 缶",⿰阝⿹勹缶,① ceramic pot in a kiln 匋 made in a mound 阝,,,,1613,đào|giao," 1. Đồ sành. Đồ gốm. <br>2. Thợ nặn, thợ gốm. Nói nghĩa bóng thì chỉ về sự giáo hóa. Như chân đào 甄陶 hun đúc, đào dong 陶鎔 nung đúc. <br>3. Mừng rỡ. Như đào đào nhiên 陶陶然 hớn hở vậy. <br>4. Nhớ nhung. Như uất đào 鬱陶 thương nhớ. <br>5. Một âm là giao. Cao Giao 皐陶 một vị bầy tôi hiền đời vua Thuấn 舜.<br>"
翰,"十, 日, 人, 𠃌, 冫","writing brush, writing, pen, surname Han","hàn, Hàn","翰
├── 龺
│   ├── 十
│   └── 早
│       ├── 日
│       └── 十
└── 95438
    ├── 人
    └── 羽",⿰⿱十⿱日十⿱人⿰⿹𠃌冫⿹𠃌冫,,,,,1614,hàn," 1. Lông cánh chim, lông cánh chim dài mà cứng gọi là hàn, vì thế nên bay cao cũng gọi là hàn. <br>2. Giúp rập, thiên tử phong các công thần làm chư hầu để che chở nhà vua gọi là bình hàn 屏翰 hay phan hàn 藩翰 nói ý như cái cánh chim để che chở thân chim vậy. <br>3. Ngày xưa dùng lông chim làm bút viết, cho nên gọi hàn là cái bút. Thơ từ chính tay viết ra gọi là thủ hàn 手翰. Cũng như thủ thư 手書. <br>4. Quan hàn lâm coi về việc văn thư. <br>5. Cỗi gốc. <br>6. Gà trời. <br>7. Ngựa trắng.<br>"
寇,"宀, 一, 兀, ⺊, 又","old variant of 寇[kou4], old variant of 寇[kou4], to invade, to plunder, bandit, foe, enemy",kòu,"寇
├── 宀
└── 37460
    ├── 元
    │   ├── 二
    │   └── 儿
    └── 攴",⿱宀⿺⿱一兀⿱⺊又,,,,,1615,khấu, 1. Kẻ cướp. <br>2. Ăn cướp. <br>3. Giặc thù.<br>
悦,"忄, 丷, 口, 儿","Pleased, contented, gratified",yuè,"悦
├── 忄
└── 兑
    ├── 丷
    └── 兄
        ├── 口
        └── 儿",⿰忄⿱丷⿱口儿,① heart 忄 with money 兌: pleased and content ② heart 忄 when the oldest brother 兌 is born,,,,1616,duyệt," 1. Ðẹp lòng, vui thích. Luận ngữ 論語. Học nhi thời tập chi, bất diệc duyệt hồ 學而時習之，不亦悅乎 (Học nhi 學而) học mà thường ôn tập, cũng chẳng thích ư ?<br>"
唤,"口, 𠂊, 冂, 大","Call, summon, invite, be called",huàn,"唤
├── 口
└── 奂
    ├── ⺈
    └── 央
        ├── 大
        └── 冂",⿰口⿳𠂊冂大,① mouth 口 calling out brilliantly 奐/央,,,,1617,hoán," 1. Kêu, gọi.<br>"
遥,"辶, 爫, 缶","Far away, distant, remote",yáo,"遥
├── 47169
│   ├── 辶
│   └── 缶
└── 爫",⿺辶⿱爫缶,① going 辶 to a distant and remote country holding a pitcher 䍃 with precious contents,,,,1618,diêu|dao, 1. Xa. Cũng đọc là dao.<br>
艘,"舟, 臼, 丨, 又","Counter for ships, vessels",sōu,"艘
├── 舟
└── 叟
    ├── 37689
    │   ├── 臼
    │   └── 丨
    └── 又",⿰舟⿱⿻臼丨又,① man carrying a light 叟 near a sail 舟: a ship at night,,,,1619,tao|sưu, 1. Chiếc thuyền. Ta quen đọc là chữ sưu.<br>
扎,"扌, 乚","to prick, to run or stick (a needle etc) into, jug (a classifier for liquids such as beer), penetrating (as of cold), struggle, variant of 紮|扎[za1], variant of 紮|扎[zha1], to tie, to bind, classifier for flowers, banknotes etc: bundle, Taiwan pr. [zha2]","zhā, zhá, zā","扎
├── 扌
└── 乚",⿰扌乚,,,,,1620,trát, 1. Tục dùng như chữ trát 札.<br>
乾,"十, 日, 丿, 一, 乙","Drought, dry, exhausted","qián, gān, Qián","乾
├── 龺
│   ├── 十
│   └── 早
│       ├── 日
│       └── 十
└── 乞
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── ㇠",⿰⿱十⿱日十⿱⿰丿一乙,① rs. at dawn 倝 when the sun comes up things begin to dry 乙 ② man begging 乞 for water when the sun rises 龺: he's exhausted in the drought,,,,1621,kiền|can," 1. Một quẻ đầu tám quẻ (quẻ kiền) là cái tượng lớn nhất như trời. Như vua, nên gọi tượng trời là kiền tượng 乾象, quyền vua là kiền cương 乾綱. <br>2. Quẻ kiền ba hào dương cả, cho nên về bên nam ví như quẻ kiền. Như nói ngày tháng sinh con trai thì gọi kiền tạo 乾綱, nhà con trai ở thì gọi là kiền trạch 乾宅, v.v. <br>3. Một âm là can. Khô. Như can sài 乾柴 củi khô. <br>4. Khô kiệt. Như ngoại cường trung can 外疆中乾 ngoài có thừa mà trong thiếu. <br>5. Tiếng hão (hờ), không có sự thực mà được tiếng hão gọi là can. Như can gia 乾爺 cha hờ, can nương 乾娘 mẹ hờ.<br>"
叛,"丷, 二, 丨, 𠂆, 又","to betray, to rebel, to revolt",pàn,"叛
├── 半
│   ├── 37024
│   │   ├── 二
│   │   └── 丨
│   └── 丷
└── 反
    ├── ⺁
    └── 又",⿰⿱丷⿻二丨⿸𠂆又,,,,,1622,bạn," 1. Làm phản. Trái lại, không cùng lòng với mình nữa.<br>"
碰,"石, 丷, 一, ⼋, ⼁, ⼀","variant of 碰[peng4], to touch, to meet with, to bump, old variant of 碰[peng4]",pèng,"碰
├── 石
└── 並
    ├── 䒑
    │   ├── 丷
    │   └── 一
    └── 业
        ├── 37859
        │   ├── 10001
        │   │   └── 丨
        │   └── 丷
        └── 一",⿰石⿱⿱丷一⿱⿻⼋⿰⼁⼁⼀,,,,,1623,bính|binh," 1. Lấy đá chọi đá gọi là bính, lấy đầu đập xuống đất gọi là bính đầu 碰頭. Cũng đọc là chữ binh.<br>"
污,"氵, 一, ㇉","variant of 污[wu1], dirty, filthy, foul, corrupt, to smear, to defile, dirt, filth",wū,"污
├── 氵
└── 亏
    ├── 二
    └── ㇉",⿰氵⿱一⿱一㇉,,,,,1624,#N/A,#N/A
伍,"亻, 一, 力","Five, company of five, troops","wǔ, Wǔ","伍
├── 亻
└── 五
    ├── 一
    └── 65460
        ├── 力
        └── 一",⿰亻⿱一⿱力一,① five 五 men 亻,,,,1625,ngũ," 1. Hàng ngũ, năm người lính sắp một hàng gọi là ngũ. <br>2. Bằng hàng. Như Hán Hàn Tín giáng tước vi hầu, tự tàm dữ Khoái đẳng ngũ 漢韓信降爵為侯自慚與噲等伍 Hàn Tín bị giáng xuống tước hầu, phải bằng hàng với bọn Phàn Khoái tự lấy làm thẹn. <br>3. Năm, cũng như chữ ngũ 五 tục gọi là chữ ngũ kép, dùng để viết tờ bồi cho khỏi chữa đi được.<br>"
叙,"人, 一, 朩, 又","Express, state, relate, narrate","xù, Xù","叙
├── 余
│   ├── 人
│   └── 37526
│       ├── 干
│       └── 小
└── 又",⿰⿱⿱人一朩又,① hand 攵/又 expressing what is too much 余 to keep for oneself: narrate,,,,1626,tự, 1. Cũng như chữ 敘.<br>
峰,"山, 夂, 二, 一, 丨","Peak, summit, hump of camel",fēng,"峰
├── 山
└── 夆
    ├── 夂
    └── 丰
        ├── 三
        │   ├── 一
        │   └── 二
        └── 丨",⿰山⿱夂⿻⿻二一丨,① man walking through a lush forest 夆 near the peak of the mountain 山,,,,1627,#N/A,#N/A
饰,"饣, 丿, 一, 巾","Decorate, ornament, adorn, to deceive",shì,"饰
├── 饣
└── 60979
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── 巾",⿰饣⿱⿰丿一巾,① cloth 巾 used to decorate a feeding 飤 place (restaurant),,,,1628,sức," 1. Văn sức. Vật gì đã làm, song lại trang sức thêm. Như sơn, như vẽ, như thêu, như khắc cho đẹp thêm đều gọi là sức. Như phục sức 服飾 quần áo đẹp, thủ sức 首飾 đồ trang sức trên đầu, v.v. <br>2. Che đậy, phấn sức bên ngoài, chỉ có bề ngoài, trong không có gì thực gọi là sức. Như phấn sức thái bình 粉飾太平 chính trị đã rối bét mà vẫn làm ra dáng thái bình yên tĩnh. <br>3. Giả thác, giả bộ. Như sức từ 飾詞 lời giả thác, sức mạo 飾貌 nét mặt giả dạng. <br>4. Sửa sang cho sạch sẽ.<br>"
佩,"亻, 几, 一, 巾","to respect, to wear (belt etc), girdle ornaments",pèi,"佩
├── 亻
└── 37252
    ├── 几
    └── 帀
        ├── 一
        └── 巾",⿰亻⿵几⿱一巾,,,,,1629,bội," 1. Ðeo, đeo vàng ngọc làm đồ trang sức là bội. Như bội ngọc 佩玉 đeo ngọc, bội đao 佩刀 đeo dao, v.v. <br>2. Nhớ mãi. Như bội phục 佩服 phục mãi. phục mãi như đeo vào mình không bao giờ quên.<br>"
绕,"纟, 一, 乚, 丿, 兀","to wind, to coil (thread), to rotate around, to spiral, to move around, to go round (an obstacle), to by-pass, to make a detour, to confuse, to perplex, variant of 繞|绕[rao4], to rotate around, to spiral, to move around, to go round (an obstacle), to by-pass, to make a detour",rào,"绕
├── 纟
└── 尧
    ├── 37427
    └── 兀",⿰纟⿱⿻⿻一乚丿兀,,,,,1630,nhiễu," 1. Vòng quanh, quấn.<br>"
溃,"氵, 口, 丨, 一, 贝","Flooding river, militarily defeat, crush, smash",kuì,"溃
├── 氵
└── 贵
    ├── 𠀐
    │   ├── 中
    │   │   ├── 口
    │   │   └── 丨
    │   └── 一
    └── 贝",⿰氵⿱⿱⿻口丨一贝,① expensive 貴 water 氵: river overflowing it's banks thus crushing an army and leading to military defeat,,,,1631,hội," 1. Vỡ ngang. Nước phá ngang bờ chắn mà chảy tóe vào gọi là hội. Như hội đê 潰隄 vỡ đê. <br>2. Tan lở, dân bỏ người cai trị trốn đi gọi là hội. <br>3. Vỡ lở, binh thua trận chạy tán loạn gọi là hội. <br>4. Giọt sẩy vỡ mủ cũng gọi là hội. <br>5. Giận.<br>"
慌,"忄, 艹, 丶, ⼖, 儿, 丨","Nervous, panicky, frantic, lose one's head",huāng,"慌
├── 忄
└── 荒
    ├── 芒
    │   ├── 艹
    │   └── 亡
    │       ├── 匸
    │       └── 丶
    └── 37110
        ├── 儿
        └── 丨",⿰忄⿱艹⿱⿱丶⼖⿴儿丨,① mind and heart 忄 becoming a wasteland 荒: panic and nervous,,,,1632,hoảng, 1. Lờ mờ. Như hoảng hốt 慌惚. <br>2. Vội vàng. Như hoảng mang 慌忙 vội vàng hấp tấp. <br>3. Sợ hoảng.<br>
糊,"米, 十, 口, 月","Paste, stick on with paste","hú, hù","糊
├── 米
└── 胡
    ├── 古
    │   ├── 十
    │   └── 口
    └── 月",⿰米⿰⿱十口月,① old body 胡 sticking things in a book with paste made from rice 米,,,,1633,hồ," 1. Hồ dính, hồ để dán. <br>2. Mô hồ 摸糊 lờ mờ, không rõ. <br>3. Hồ đồ 糊塗 không có trí phán đoán rành rọt gọi là hồ đồ.<br>"
匹,"匚, 儿","Bolt of cloth, match, counter for horses","pī, pǐ","匹
├── 匚
└── 儿",⿷匚儿,① rs. matching stones in a petra phone:  → 匹,,,,1634,thất," 1. Xếp, con. Tính số vải lụa gọi là thất, đời xưa tính dài bốn trượng là một thất. Một con ngựa cũng gọi là nhất thất 一匹. Tục cũng dùng cả chữ thất 疋. <br>2. Ðôi. Như thất dịch 匹敵, thất trù 匹儔 nghĩa là đây đấy bằng vai xứng đôi cùng nhau. <br>3. Ðơn, lẻ. Như thất phu 匹夫, thất phụ 匹婦 một người đàn ông thường, một người đàn bà thường.<br>"
伪,"亻, 力, ⺀","False, counterfeit, bogus",wěi,"伪
├── 亻
└── 为
    ├── 力
    └── ⺀",⿰亻⿻力⺀,① person 亻 feeling if this elephant 為/为 is false,,,,1635,#N/A,#N/A
腹,"月, 丿, 一, 日, 夂","Stomach, belly, abdomen, inside",fù,"腹
├── 月
└── 复
    ├── 𠂉
    │   ├── 丿
    │   └── 一
    └── 40475
        ├── 日
        └── 夂",⿰月⿳⿰丿一日夂,① where eaten flesh 月 repeatedly 复 goes,,,,1636,phúc," 1. Bụng, dưới ngực là bụng. Bụng ở đằng trước mình người ta, nên cái gì ở đằng trước cũng gọi là phúc. Như phúc bối thụ địch 腹背受敵 trước sau bị giặc vây cả. <br>2. Tấm lòng. Như cảm bố phúc tâm 敢布腹心 (Tả truyện 左傳) dám bày dãi tấm lòng. <br>3. Ðùm bọc.<br>"
挺,"扌, 廴, 丿, 士","Stand upright, straighten, rigid",tǐng,"挺
├── 扌
└── 廷
    ├── 廴
    └── 壬
        ├── ㇒
        └── 士",⿰扌⿺廴⿱丿士,① hand 扌 urging people to stand upright or straighten their backs in court 廷,,,,1637,đĩnh, 1. Trội cao. Như thiên đĩnh chi tư 天挺之資 tư chất trời sinh trội hơn cả các bực thường. <br>2. Thẳng. <br>3. Không chịu khuất tất cũng gọi là đĩnh. <br>4. Ðộng. <br>5. Sinh ra. <br>6. Khoan. <br>7. Dắt dẫn.<br>
